id,severity,title,description,iacontrols,ruleID,fixid,fixtext,checkid,checktext
V-219221,medium,"The Ubuntu operating system must generate audit records for all account creations, modifications, disabling, and termination events that affect /etc/group.","Without generating audit records that are specific to the security and mission needs of the organization, it would be difficult to establish, correlate, and investigate the events relating to an incident or identify those responsible for one.

Audit records can be generated from various components within the information system (e.g., module or policy filter).

Satisfies: SRG-OS-000476-GPOS-00221, SRG-OS-000239-GPOS-00089, SRG-OS-000240-GPOS-00090, SRG-OS-000241-GPOS-00091, SRG-OS-000303-GPOS-00120, SRG-OS-000458-GPOS-00203, SRG-OS-000463-GPOS-00207",None,SV-219221r853373_rule,F-20945r304992_fix,"Configure the Ubuntu operating system to generate audit records for all account creations, modifications, disabling, and termination events that affect /etc/group.

Add or update the following rule to ""/etc/audit/rules.d/stig.rules"":

-w /etc/group -p wa -k usergroup_modification

Note:
The ""root"" account must be used to view/edit any files in the /etc/audit/rules.d/ directory.

In order to reload the rules file, issue the following command:

# sudo augenrules --load",C-20946r304991_chk,"Verify the Ubuntu operating system generates audit records for all account creations, modifications, disabling, and termination events that affect /etc/group.

Check the currently configured audit rules with the following command:

# sudo auditctl -l | grep group

-w /etc/group -p wa -k usergroup_modification

If the command does not return a line that matches the example or the line is commented out, this is a finding.

Note: The '-k' allows for specifying an arbitrary identifier and the string after it does not need to match the example output above."
V-219220,medium,"The Ubuntu operating system must generate audit records for all account creations, modifications, disabling, and termination events that affect /etc/passwd.","Without generating audit records that are specific to the security and mission needs of the organization, it would be difficult to establish, correlate, and investigate the events relating to an incident or identify those responsible for one.

Audit records can be generated from various components within the information system (e.g., module or policy filter).

Satisfies: SRG-OS-000476-GPOS-00221, SRG-OS-000239-GPOS-00089, SRG-OS-000240-GPOS-00090, SRG-OS-000241-GPOS-00091, SRG-OS-000303-GPOS-00120, SRG-OS-000458-GPOS-00203, SRG-OS-000463-GPOS-00207, SRG-OS-000004-GPOS-00004",None,SV-219220r853372_rule,F-20944r304989_fix,"Configure the Ubuntu operating system to generate audit records for all account creations, modifications, disabling, and termination events that affect /etc/passwd.

Add or update the following rule to ""/etc/audit/rules.d/stig.rules"":

-w /etc/passwd -p wa -k usergroup_modification

Note:
The ""root"" account must be used to view/edit any files in the /etc/audit/rules.d/ directory.

In order to reload the rules file, issue the following command:

# sudo augenrules --load",C-20945r304988_chk,"Verify the Ubuntu operating system generates audit records for all account creations, modifications, disabling, and termination events that affect /etc/passwd.

Check the currently configured audit rules with the following command:

# sudo auditctl -l | grep passwd

-w /etc/passwd -p wa -k usergroup_modification

If the command does not return a line that matches the example or the line is commented out, this is a finding.

Note: The '-k' allows for specifying an arbitrary identifier and the string after it does not need to match the example output above."
V-219340,medium,The Ubuntu operating system must configure the uncomplicated firewall to rate-limit impacted network interfaces.,"DoS is a condition when a resource is not available for legitimate users. When this occurs, the organization either cannot accomplish its mission or must operate at degraded capacity.

This requirement addresses the configuration of the Ubuntu operating system to mitigate the impact of DoS attacks that have occurred or are ongoing on system availability. For each system, known and potential DoS attacks must be identified and solutions for each type implemented. A variety of technologies exist to limit or, in some cases, eliminate the effects of DoS attacks (e.g., limiting processes or establishing memory partitions). Employing increased capacity and bandwidth, combined with service redundancy, may reduce the susceptibility to some DoS attacks.",None,SV-219340r853399_rule,F-21064r802374_fix,"Configure the application firewall to protect against or limit the effects of Denial of Service (DoS) attacks by ensuring the Ubuntu operating system is implementing rate-limiting measures on impacted network interfaces.

Run the following command replacing ""[service]"" with the service that needs to be rate limited.

$ sudo ufw limit [service]

Or rate-limiting can be done on an interface. An example of adding a rate-limit on the eth0 interface:

$ sudo ufw limit in on eth0",C-21065r802373_chk,"Verify an application firewall is configured to rate limit any connection to the system.

Check that the Uncomplicated Firewall is configured to rate limit any connection to the system with the following command:

$ sudo ufw show user-rules

IPV4 (user):

Chain ufw-user-input (1 references)

    pkts      bytes target     prot opt in     out     source               destination

       1       52 ACCEPT     tcp  --  *      *       0.0.0.0/0            0.0.0.0/0            tcp dpt:22 /* 'dapp_OpenSSH' */

       0        0 ACCEPT     tcp  --  *      *       0.0.0.0/0            0.0.0.0/0            tcp dpt:443

 

Chain ufw-user-forward (1 references)

    pkts      bytes target     prot opt in     out     source               destination

 

Chain ufw-user-output (1 references)

    pkts      bytes target     prot opt in     out     source               destination

 

Chain ufw-user-limit-accept (0 references)

    pkts      bytes target     prot opt in     out     source               destination

       0        0 ACCEPT     all  --  *      *       0.0.0.0/0            0.0.0.0/0

 

Chain ufw-user-limit (0 references)

    pkts      bytes target     prot opt in     out     source               destination

       0        0 LOG        all  --  *      *       0.0.0.0/0            0.0.0.0/0            limit: avg 3/min burst 5 LOG flags 0 level 4 prefix ""[UFW LIMIT BLOCK] ""

       0        0 REJECT     all  --  *      *       0.0.0.0/0            0.0.0.0/0            reject-with icmp-port-unreachable

If any service is not rate limited by the Uncomplicated Firewall, this is a finding."
V-219341,medium,The Ubuntu operating system must implement non-executable data to protect its memory from unauthorized code execution.,"Some adversaries launch attacks with the intent of executing code in non-executable regions of memory or in memory locations that are prohibited. Security safeguards employed to protect memory include, for example, data execution prevention and address space layout randomization. Data execution prevention safeguards can either be hardware-enforced or software-enforced with hardware providing the greater strength of mechanism.

Examples of attacks are buffer overflow attacks.",None,SV-219341r853400_rule,F-21065r305352_fix,"Configure the Ubuntu operating system to enable NX.

If ""nx"" is not showing up in /proc/cpuinfo and the system's BIOS setup configuration permits toggling the No Execution bit, then set it to ""enable"".",C-21066r305351_chk,"Verify the NX (no-execution) bit flag is set on the system.

Check that the no-execution bit flag is set with the following commands:

# dmesg | grep -i ""execute disable""
[ 0.000000] NX (Execute Disable) protection: active

If ""dmesg"" does not show ""NX (Execute Disable) protection: active"", check the cpuinfo settings with the following command: 

# grep flags /proc/cpuinfo | grep -w nx | sort -u
flags : fpu vme de pse tsc ms nx rdtscp lm constant_tsc

If ""flags"" does not contain the ""nx"" flag, this is a finding."
V-219342,medium,The Ubuntu operating system must implement address space layout randomization to protect its memory from unauthorized code execution.,"Some adversaries launch attacks with the intent of executing code in non-executable regions of memory or in memory locations that are prohibited. Security safeguards employed to protect memory include, for example, data execution prevention and address space layout randomization. Data execution prevention safeguards can either be hardware-enforced or software-enforced with hardware providing the greater strength of mechanism.

Examples of attacks are buffer overflow attacks.",None,SV-219342r853401_rule,F-21066r569470_fix,"Set the ""kernel.randomize_va_space"" entry found in the ""/etc/sysctl.conf"" file to a value of ""2"".

After the line has been modified the kernel settings from all system configuration files must be reloaded; before any of the changes will take effect. 

Run the following command to reload all of the kernel system configuration files:

# sudo sysctl --system
",C-21067r569469_chk,"Verify the Ubuntu operating system implements address space layout randomization (ASLR).

Check that ASLR is configured on the system with the following command:

# sudo sysctl kernel.randomize_va_space

kernel.randomize_va_space = 2

Verify the kernel parameter ""randomize_va_space"" is set to 2 with the following command:

# cat /proc/sys/kernel/randomize_va_space

2

If ""kernel.randomize_va_space"" is not set to 2, this is a finding.

Check the saved value of the kernel.randomize_va_space variable is not different from 2.

# sudo egrep -R ""^kernel.randomize_va_space=[^2]"" /etc/sysctl.conf /etc/sysctl.d

If this returns a result, this is a finding."
V-237769,medium,All local interactive user home directories must have mode 0750 or less permissive.,Excessive permissions on local interactive user home directories may allow unauthorized access to user files by other users.,None,SV-237769r648743_rule,F-40942r648738_fix,"Change the mode of interactive user’s home directories to ""0750"". To change the mode of a local interactive user’s home directory, use the following command:

Note: The example will be for the user ""smithj"".

$ sudo chmod 0750 /home/smithj",C-32990r567709_chk,"Verify the assigned home directory of all local interactive users has a mode of ""0750"" or less permissive with the following command:

Note: This may miss interactive users that have been assigned a privileged User Identifier (UID). Evidence of interactive use may be obtained from a number of log files containing system logon information.

$ sudo ls -ld $(awk -F: '($3>=1000)&&($7 !~ /nologin/){print $6}' /etc/passwd)

drwxr-x--- 2 smithj admin 4096 Jun 5 12:41 smithj

If home directories referenced in ""/etc/passwd"" do not have a mode of ""0750"" or less permissive, this is a finding."
V-219344,medium,The Ubuntu operating system must be configured so that a file integrity tool verifies the correct operation of security functions every 30 days.,"Without verification of the security functions, security functions may not operate correctly and the failure may go unnoticed. Security function is defined as the hardware, software, and/or firmware of the information system responsible for enforcing the system security policy and supporting the isolation of code and data on which the protection is based. Security functionality includes, but is not limited to, establishing system accounts, configuring access authorizations (i.e., permissions, privileges), setting events to be audited, and setting intrusion detection parameters.

Notifications provided by information systems include, for example, electronic alerts to system administrators, messages to local computer consoles, and/or hardware indications, such as lights.

This requirement applies to the Ubuntu operating system performing security function verification/testing and/or systems and environments that require this functionality.",None,SV-219344r853403_rule,F-21068r305361_fix,"The cron file for AIDE is fairly complex as it creates the report. This file is installed with the aide-common package and the default can be restored by copying it from another location:

# sudo cp /usr/share/aide/config/cron.daily/aide /etc/cron.daily/aide",C-21069r305360_chk,"Verify that Advanced Intrusion Detection Environment (AIDE) performs a verification of the operation of security functions every 30 days.

Note: A file integrity tool other than AIDE may be used, but the tool must be executed at least once per week.

Check that AIDE is being executed every 30 days or less with the following command:

# ls -al /etc/cron.daily/aide

-rwxr-xr-x 1 root root 26049 Oct 24 2014 /etc/cron.daily/aide

If the ""/etc/cron.daily/aide"" file does not exist or a cron job is not configured to run at least every 30 days, this is a finding."
V-219335,medium,Kernel core dumps must be disabled unless needed.,Kernel core dumps may contain the full contents of system memory at the time of the crash. Kernel core dumps may consume a considerable amount of disk space and may result in denial of service by exhausting the available space on the target file system partition.,None,SV-219335r610963_rule,F-21059r305334_fix,"If kernel core dumps are not required, disable the ""kdump"" service with the following command:

# systemctl disable kdump.service

If kernel core dumps are required, document the need with the Information System Security Officer (ISSO).",C-21060r305333_chk,"Verify that kernel core dumps are disabled unless needed.

Check if ""kdump"" service is active with the following command:

# systemctl is-active kdump.service
inactive

If the ""kdump"" service is active, ask the System Administrator if the use of the service is required and documented with the Information System Security Officer (ISSO).

If the service is active and is not documented, this is a finding."
V-219334,medium,"The Ubuntu operating system must be configured to prohibit or restrict the use of functions, ports, protocols, and/or services, as defined in the PPSM CAL and vulnerability assessments.","In order to prevent unauthorized connection of devices, unauthorized transfer of information, or unauthorized tunneling (i.e., embedding of data types within data types), organizations must disable or restrict unused or unnecessary physical and logical ports/protocols on information systems.

The Ubuntu operating system is capable of providing a wide variety of functions and services. Some of the functions and services provided by default may not be necessary to support essential organizational operations. Additionally, it is sometimes convenient to provide multiple services from a single component (e.g., VPN and IPS); however, doing so increases risk over limiting the services provided by any one component.

To support the requirements and principles of least functionality, the Ubuntu operating system must support the organizational requirements, providing only essential capabilities and limiting the use of ports, protocols, and/or services to only those required, authorized, and approved to conduct official business or to address authorized quality of life issues.",None,SV-219334r802369_rule,F-21058r802368_fix,"Add all ports, protocols, or services allowed by the PPSM CLSA by using the following command:
$ ufw allow <direction> <port/protocol/service>

where the direction is 'in' or 'out' and the port is the one corresponding to the protocol or service allowed.

To deny access to port, protocols or services, use:
$ ufw deny <direction> <port/protocol/service>",C-21059r802367_chk,"Verify the Ubuntu operating system is configured to prohibit or restrict the use of functions, ports, protocols, and/or services as defined in the Ports, Protocols, and Services Management (PPSM) Category Assignments List (CAL) and vulnerability assessments.

Check the firewall configuration for any unnecessary or prohibited functions, ports, protocols, and/or services by running the following commands:
$ sudo ufw show before-rules
$ sudo ufw show user-rules
$ sudo ufw show after-rules

Ask the system administrator for the site or program PPSM Component Local Services Assessment (CLSA). Verify the services allowed by the firewall match the PPSM CLSA. 

If there are any additional ports, protocols, or services that are not included in the PPSM CLSA, this is a finding.

If there are any ports, protocols, or services that are prohibited by the PPSM CAL, this is a finding."
V-219337,medium,The Ubuntu operating system must enable and run the uncomplicated firewall(ufw).,"Remote access services, such as those providing remote access to network devices and information systems, which lack automated control capabilities, increase risk and make remote user access management difficult at best.

Remote access is access to DoD nonpublic information systems by an authorized user (or an information system) communicating through an external, non-organization-controlled network. Remote access methods include, for example, dial-up, broadband, and wireless.

Ubuntu operating system functionality (e.g., RDP) must be capable of taking enforcement action if the audit reveals unauthorized activity. Automated control of remote access sessions allows organizations to ensure ongoing compliance with remote access policies by enforcing connection rules of remote access applications on a variety of information system components (e.g., servers, workstations, notebook computers, smartphones, and tablets).

Satisfies: SRG-OS-000480-GPOS-00232",None,SV-219337r853396_rule,F-21061r569467_fix,"Enable the Uncomplicated Firewall by using the following command:

# sudo systemctl enable ufw.service 

If the Uncomplicated Firewall is not currently running on the system, start it with the following command:

# sudo systemctl start ufw.service",C-21062r569466_chk,"Verify the Uncomplicated Firewall is enabled on the system by running the following command:

# systemctl is-enabled ufw

If the above command returns the status as ""disabled"", this is a finding.

Verify the Uncomplicated Firewall is active on the system by running the following command:

# sudo systemctl is-active ufw

If the above command returns 'inactive' or any kind of error, this is a finding.

If the Uncomplicated Firewall is not installed ask the System Administrator if another application firewall is installed. 

If no application firewall is installed this is a finding."
V-219166,medium,The Ubuntu operating system must be configured so that three consecutive invalid logon attempts by a user automatically locks the account until released by an administrator.,"By limiting the number of failed logon attempts, the risk of unauthorized system access via user password guessing, otherwise known as brute-force attacks, is reduced. Limits are imposed by locking the account.
Satisfies: SRG-OS-000329-GPOS-00128",None,SV-219166r853369_rule,F-20890r802354_fix,"Configure the Ubuntu operating system to utilize the ""pam_faillock"" module. 

Edit the /etc/pam.d/common-auth file. 

Add the following lines below the ""auth"" definition for pam_unix.so:
auth     [default=die]  pam_faillock.so authfail
auth     sufficient     pam_faillock.so authsucc

Configure the ""pam_faillock"" module to use the following options:

Edit the /etc/security/faillock.conf file and add/update the following keywords and values:
audit
silent
deny = 3
fail_interval = 900
unlock_time = 0",C-20891r802353_chk,"Verify that the Ubuntu operating system utilizes the ""pam_faillock"" module with the following command:
$ grep faillock /etc/pam.d/common-auth 

auth     [default=die]  pam_faillock.so authfail
auth     sufficient     pam_faillock.so authsucc

If the pam_faillock.so module is not present in the ""/etc/pam.d/common-auth"" file, this is a finding.

Verify the pam_faillock module is configured to use the following options:
$ sudo egrep 'silent|audit|deny|fail_interval| unlock_time' /etc/security/faillock.conf

audit
silent
deny = 3
fail_interval = 900
unlock_time = 0

If the ""silent"" keyword is missing or commented out, this is a finding.
If the ""audit"" keyword is missing or commented out, this is a finding.
If the ""deny"" keyword is missing, commented out, or set to a value greater than 3, this is a finding.
If the ""fail_interval"" keyword is missing, commented out, or set to a value greater than 900, this is a finding.
If the ""unlock_time"" keyword is missing, commented out, or is not set to 0, this is a finding."
V-219336,medium,The Ubuntu operating system must use cryptographic mechanisms to protect the integrity of audit tools.,"Protecting the integrity of the tools used for auditing purposes is a critical step toward ensuring the integrity of audit information. Audit information includes all information (e.g., audit records, audit settings, and audit reports) needed to successfully audit information system activity.

Audit tools include, but are not limited to, vendor-provided and open source audit tools needed to successfully view and manipulate audit information system activity and records. Audit tools include custom queries and report generators.

It is not uncommon for attackers to replace the audit tools or inject code into the existing tools with the purpose of providing the capability to hide or erase system activity from the audit logs.

To address this risk, audit tools must be cryptographically signed in order to provide the capability to identify when the audit tools have been modified, manipulated, or replaced. An example is a checksum hash of the file or files.",None,SV-219336r877393_rule,F-21060r305337_fix,"Add or update the following selection lines to ""/etc/aide/aide.conf"", in order to protect the integrity of the audit tools.

# Audit Tools
/sbin/auditctl p+i+n+u+g+s+b+acl+xattrs+sha512
/sbin/auditd p+i+n+u+g+s+b+acl+xattrs+sha512
/sbin/ausearch p+i+n+u+g+s+b+acl+xattrs+sha512
/sbin/aureport p+i+n+u+g+s+b+acl+xattrs+sha512
/sbin/autrace p+i+n+u+g+s+b+acl+xattrs+sha512
/sbin/audispd p+i+n+u+g+s+b+acl+xattrs+sha512
/sbin/augenrules p+i+n+u+g+s+b+acl+xattrs+sha512",C-21061r305336_chk,"Verify that Advanced Intrusion Detection Environment (AIDE) is properly configured to use cryptographic mechanisms to protect the integrity of audit tools.

Check the selection lines that aide is configured to add/check with the following command:

# egrep '(\/sbin\/(audit|au))' /etc/aide/aide.conf

/sbin/auditctl p+i+n+u+g+s+b+acl+xattrs+sha512
/sbin/auditd p+i+n+u+g+s+b+acl+xattrs+sha512
/sbin/ausearch p+i+n+u+g+s+b+acl+xattrs+sha512
/sbin/aureport p+i+n+u+g+s+b+acl+xattrs+sha512
/sbin/autrace p+i+n+u+g+s+b+acl+xattrs+sha512
/sbin/audispd p+i+n+u+g+s+b+acl+xattrs+sha512
/sbin/augenrules p+i+n+u+g+s+b+acl+xattrs+sha512

If any of the seven audit tools does not have an appropriate selection line, this is a finding."
V-219182,medium,The Ubuntu operating system must employ a FIPS 140-2 approved cryptographic hashing algorithms for all created and stored passwords.,The Ubuntu operating system must use a FIPS-compliant hashing algorithm to securely store the password. The FIPS-compliant hashing algorithm parameters must be selected in order to harden the system against offline attacks.,None,SV-219182r610963_rule,F-20906r304875_fix,"Configure the Ubuntu operating system to encrypt all stored passwords with a strong cryptographic hash.

Edit/modify the following line in the file ""/etc/pam.d/common-password"" file to include the sha512 option for pam_unix.so:

password [success=1 default=ignore] pam_unix.so obscure sha512

Edit/modify /etc/login.defs and set ""ENCRYPT_METHOD sha512"".",C-20907r304874_chk,"Verify that encrypted passwords stored in /etc/shadow use a strong cryptographic hash.

Check that pam_unix.so auth is configured to use sha512 with the following command:

# grep password /etc/pam.d/common-password | grep pam_unix

password [success=1 default=ignore] pam_unix.so obscure sha512

If ""sha512"" is not an option of the output, or is commented out, this is a finding.

Check that ENCRYPT_METHOD is set to sha512 in /etc/login.defs:

# grep -i ENCRYPT_METHOD /etc/login.defs

ENCRYPT_METHOD SHA512

If the output does not contain ""sha512"", or it is commented out, this is a finding."
V-219183,medium,The Ubuntu operating system must allow the use of a temporary password for system logons with an immediate change to a permanent password.,"Without providing this capability, an account may be created without a password. Non-repudiation cannot be guaranteed once an account is created if a user is not forced to change the temporary password upon initial logon.

Temporary passwords are typically used to allow access when new accounts are created or passwords are changed. It is common practice for administrators to create temporary passwords for user accounts which allow the users to log on, yet force them to change the password once they have successfully authenticated.",None,SV-219183r853370_rule,F-20907r304878_fix,"Create a policy that ensures when a user is created, it is created using a method that forces a user to change their password upon their next login.

Below are two examples of how to create a user account that requires the user to change their password upon their next login.

# chage -d 0 [UserName]

or 

# passwd -e [UserName]",C-20908r304877_chk,"Verify a policy exists that ensures when a user account is created, it is created using a method that forces a user to change their password upon their next login.

If a policy does not exist, this is a finding."
V-219212,high,The Ubuntu Operating system must disable the x86 Ctrl-Alt-Delete key sequence.,"A locally logged-on user who presses Ctrl-Alt-Delete, when at the console, can reboot the system. If accidentally pressed, as could happen in the case of a mixed OS environment, this can create the risk of short-term loss of availability of systems due to unintentional reboot.",None,SV-219212r832928_rule,F-20936r832927_fix,"Configure the system to disable the Ctrl-Alt-Delete sequence for the command line with the following commands:

$ sudo systemctl disable ctrl-alt-del.target

$ sudo systemctl mask ctrl-alt-del.target

And reload the daemon to take effect:

$ sudo systemctl daemon-reload",C-20937r832926_chk,"Verify the Ubuntu operating system is not configured to reboot the system when Ctrl-Alt-Delete is pressed.

Check that the ""ctrl-alt-del.target"" (otherwise also known as reboot.target) is not active with the following command:

$ sudo systemctl status ctrl-alt-del.target
ctrl-alt-del.target
Loaded: masked (/dev/null; bad)
Active: inactive (dead)

If the ""ctrl-alt-del.target"" is not masked, this is a finding."
V-219213,medium,The Ubuntu operating system must generate audit records for the use and modification of the tallylog file.,"Without generating audit records that are specific to the security and mission needs of the organization, it would be difficult to establish, correlate, and investigate the events relating to an incident or identify those responsible for one.

Audit records can be generated from various components within the information system (e.g., module or policy filter).

Satisfies: SRG-OS-000064-GPOS-00033, SRG-OS-000470-GPOS-00214, SRG-OS-000473-GPOS-00218",None,SV-219213r610963_rule,F-20937r304968_fix,"Configure the audit system to generate an audit event for any successful/unsuccessful modifications to the ""tallylog"" file occur. 

Add or update the following rules in the ""/etc/audit/rules.d/stig.rules"" file:

-w /var/log/tallylog -p wa -k logins

Note:
The ""root"" account must be used to view/edit any files in the /etc/audit/rules.d/ directory.

In order to reload the rules file, issue the following command:

# sudo augenrules --load",C-20938r304967_chk,"Verify the Ubuntu operating system generates an audit record when successful/unsuccessful modifications to the ""tallylog"" file occur.

Check the currently configured audit rules with the following command:

# sudo auditctl -l | grep tallylog

-w /var/log/tallylog -p wa -k logins

If the command does not return a line that matches the example or the line is commented out, this is a finding.

Note: The '-k' allows for specifying an arbitrary identifier and the string after it does not need to match the example output above."
V-219210,low,The Ubuntu operating system must enforce password complexity by requiring that at least one special character be used.,"Use of a complex password helps to increase the time and resources required to compromise the password. Password complexity or strength is a measure of the effectiveness of a password in resisting attempts at guessing and brute-force attacks.

Password complexity is one factor in determining how long it takes to crack a password. The more complex the password, the greater the number of possible combinations that need to be tested before the password is compromised.

Special characters are those characters that are not alphanumeric. Examples include: ~ ! @ # $ % ^ *.",None,SV-219210r610963_rule,F-20934r304959_fix,"Configure the Ubuntu operating system to enforce password complexity by requiring that at least one special character be used. 

Add or update the following line in the ""/etc/security/pwquality.conf"" file to include the ""ocredit=-1"" parameter:

ocredit=-1",C-20935r304958_chk,"Determine if the field ""ocredit"" is set in the ""/etc/security/pwquality.conf"" file with the following command:

# grep -i ""ocredit"" /etc/security/pwquality.conf 
ocredit=-1

If the ""ocredit"" parameter is greater than ""-1"", or is commented out, this is a finding."
V-219211,high,The Ubuntu Operating system must disable the x86 Ctrl-Alt-Delete key sequence if a graphical user interface is installed.,"A locally logged-on user who presses Ctrl-Alt-Delete, when at the console, can reboot the system. If accidentally pressed, as could happen in the case of a mixed OS environment, this can create the risk of short-term loss of availability of systems due to unintentional reboot. In the graphical environment, risk of unintentional reboot from the Ctrl-Alt-Delete sequence is reduced because the user will be prompted before any action is taken.",None,SV-219211r610963_rule,F-20935r304962_fix,"Configure the system to disable the Ctrl-Alt-Delete sequence when using a graphical user interface by creating or editing the /etc/dconf/db/local.d/00-disable-CAD file.

Add the setting to disable the Ctrl-Alt-Delete sequence for the graphical user interface:

[org/gnome/settings-daemon/plugins/media-keys]
logout=''

Then update the dconf settings:

# dconf update",C-20936r304961_chk,"Verify the Ubuntu operating system is not configured to reboot the system when Ctrl-Alt-Delete is pressed when using a graphical user interface.

Check that the ""logout"" target is not bound to an action with the following command:

# grep logout /etc/dconf/db/local.d/*

logout=''

If the ""logout"" key is bound to an action, is commented out, or is missing, this is a finding."
V-219216,medium,The Ubuntu operating system must generate audit records for privileged activities or other system-level access.,"Without generating audit records that are specific to the security and mission needs of the organization, it would be difficult to establish, correlate, and investigate the events relating to an incident or identify those responsible for one.

Audit records can be generated from various components within the information system (e.g., module or policy filter).",None,SV-219216r610963_rule,F-20940r304977_fix,"Configure the Ubuntu operating system to audit privileged activities.

Add or update the following rules in the ""/etc/audit/rules.d/stig.rules"" file:

-w /var/log/sudo.log -p wa -k actions

Note:
The ""root"" account must be used to view/edit any files in the /etc/audit/rules.d/ directory.

In order to reload the rules file, issue the following command:

# sudo augenrules --load",C-20941r304976_chk,"Verify the Ubuntu operating system audits privileged activities.

Check the currently configured audit rules with the following command:

# sudo auditctl -l | grep sudo.log

-w /var/log/sudo.log -p wa -k priv_actions

If the command does not return lines that match the example or the lines are commented out, this is a finding.

Notes: The '-k' allows for specifying an arbitrary identifier and the string after it does not need to match the example output above."
V-219333,low,The Ubuntu operating system must record time stamps for audit records that can be mapped to Coordinated Universal Time (UTC) or Greenwich Mean Time (GMT).,"If time stamps are not consistently applied and there is no common time reference, it is difficult to perform forensic analysis.

Time stamps generated by the operating system include date and time. Time is commonly expressed in Coordinated Universal Time (UTC), a modern continuation of Greenwich Mean Time (GMT), or local time with an offset from UTC.",None,SV-219333r877383_rule,F-21057r305328_fix,"To configure the system time zone to use Coordinated Universal Time (UTC) or Greenwich Mean Time (GMT), run the following command replacing [ZONE] with UTC or GMT.

# sudo timedatectl set-timezone [ZONE]",C-21058r305327_chk,"The time zone must be configured to use Coordinated Universal Time (UTC) or Greenwich Mean Time (GMT). To verify run the following command. 

# sudo timedatectl status | grep -i ""time zone""
Timezone: UTC (UTC, +0000)

If ""Timezone"" is not set to UTC or GMT, this is a finding."
V-219214,medium,The Ubuntu operating system must generate audit records for the use and modification of faillog file.,"Without generating audit records that are specific to the security and mission needs of the organization, it would be difficult to establish, correlate, and investigate the events relating to an incident or identify those responsible for one.

Audit records can be generated from various components within the information system (e.g., module or policy filter).

Satisfies: SRG-OS-000064-GPOS-00033, SRG-OS-000470-GPOS-00214, SRG-OS-000473-GPOS-00218",None,SV-219214r610963_rule,F-20938r304971_fix,"Configure the audit system to generate an audit event for any successful/unsuccessful modifications to the ""faillog"" file occur. 

Add or update the following rules in the ""/etc/audit/rules.d/stig.rules"" file:

-w /var/log/faillog -p wa -k logins

Note:
The ""root"" account must be used to view/edit any files in the /etc/audit/rules.d/ directory.

In order to reload the rules file, issue the following command:

# sudo augenrules --load",C-20939r304970_chk,"Verify the Ubuntu operating system generates an audit record when successful/unsuccessful modifications to the ""faillog"" file occur.

Check the currently configured audit rules with the following command:

# sudo auditctl -l | grep faillog

-w /var/log/faillog -p wa -k logins

If the command does not return a line that matches the example or the line is commented out, this is a finding.

Note: The '-k' allows for specifying an arbitrary identifier and the string after it does not need to match the example output above."
V-219215,medium,The Ubuntu operating system must generate audit records for the use and modification of the lastlog file.,"Without generating audit records that are specific to the security and mission needs of the organization, it would be difficult to establish, correlate, and investigate the events relating to an incident or identify those responsible for one.

Audit records can be generated from various components within the information system (e.g., module or policy filter).

Satisfies: SRG-OS-000064-GPOS-00033, SRG-OS-000470-GPOS-00214, SRG-OS-000473-GPOS-00218",None,SV-219215r610963_rule,F-20939r304974_fix,"Configure the audit system to generate an audit event for any successful/unsuccessful modifications to the ""lastlog"" file occur. 

Add or update the following rules in the ""/etc/audit/rules.d/stig.rules"" file:

-w /var/log/lastlog -p wa -k logins

Note:
The ""root"" account must be used to view/edit any files in the /etc/audit/rules.d/ directory.

In order to reload the rules file, issue the following command:

# sudo augenrules --load",C-20940r304973_chk,"Verify the Ubuntu operating system generates an audit record when successful/unsuccessful modifications to the ""lastlog"" file occur.

Check the currently configured audit rules with the following command:

# sudo auditctl -l | grep lastlog

-w /var/log/lastlog -p wa -k logins

If the command does not return a line that matches the example or the line is commented out, this is a finding.

Note: The '-k' allows for specifying an arbitrary identifier and the string after it does not need to match the example output above."
V-219218,medium,The Ubuntu operating system must generate audit records for the /var/run/utmp file.,"Without generating audit records that are specific to the security and mission needs of the organization, it would be difficult to establish, correlate, and investigate the events relating to an incident or identify those responsible for one.

Audit records can be generated from various components within the information system (e.g., module or policy filter).",None,SV-219218r802364_rule,F-20942r802363_fix,"Configure the audit system to generate audit events showing start and stop times for user access via the /var/run/utmp file.

Add or update the following rules in the ""/etc/audit/rules.d/stig.rules"" file:
-w /var/run/utmp -p wa -k logins

Note: The ""root"" account must be used to view/edit any files in the /etc/audit/rules.d/ directory.

In order to reload the rules file, issue the following command:
$ sudo augenrules --load",C-20943r802362_chk,"Verify the Ubuntu operating system generates audit records showing start and stop times for user access to the system via /var/run/utmp file.

Check the currently configured audit rules with the following command:
$ sudo auditctl -l | grep '/var/run/utmp'

-w /var/run/utmp -p wa -k logins

If the command does not return a line matching the example or the line is commented out, this is a finding.

Note: The '-k' allows for specifying an arbitrary identifier and the string after it does not need to match the example output above."
