id,severity,title,description,iacontrols,ruleID,fixid,fixtext,checkid,checktext
V-238338,medium,The Ubuntu operating system must configure the /var/log directory to be group-owned by syslog.,"Only authorized personnel should be aware of errors and the details of the errors. Error messages are an indicator of an organization's operational state or can identify the operating system or platform. Additionally, Personally Identifiable Information (PII) and operational information must not be revealed through error messages to unauthorized personnel or their designated representatives. 
 
The structure and content of error messages must be carefully considered by the organization and development team. The extent to which the information system is able to identify and handle error conditions is guided by organizational policy and operational requirements.",None,SV-238338r654189_rule,F-41507r654188_fix,"Configure the Ubuntu operating system to have syslog group-own the ""/var/log"" directory by running the following command: 
 
$ sudo chgrp syslog /var/log",C-41548r654187_chk,"Verify that the Ubuntu operating system configures the ""/var/log"" directory to be group-owned by syslog with the following command: 
 
$ sudo stat -c ""%n %G"" /var/log 
/var/log syslog 
 
If the ""/var/log"" directory is not group-owned by syslog, this is a finding."
V-238339,medium,The Ubuntu operating system must configure the /var/log directory to be owned by root.,"Only authorized personnel should be aware of errors and the details of the errors. Error messages are an indicator of an organization's operational state or can identify the operating system or platform. Additionally, Personally Identifiable Information (PII) and operational information must not be revealed through error messages to unauthorized personnel or their designated representatives. 
 
The structure and content of error messages must be carefully considered by the organization and development team. The extent to which the information system is able to identify and handle error conditions is guided by organizational policy and operational requirements.",None,SV-238339r654192_rule,F-41508r654191_fix,"Configure the Ubuntu operating system to have root own the ""/var/log"" directory by running the following command: 
 
$ sudo chown root /var/log",C-41549r654190_chk,"Verify the Ubuntu operating system configures the ""/var/log"" directory to be owned by root with the following command: 
 
$ sudo stat -c ""%n %U"" /var/log 
/var/log root 
 
If the ""/var/log"" directory is not owned by root, this is a finding."
V-238233,medium,"The Ubuntu operating system for PKI-based authentication, must implement a local cache of revocation data in case of the inability to access revocation information via the network.","Without configuring a local cache of revocation data, there is the potential to allow access to users who are no longer authorized (users with revoked certificates).",None,SV-238233r880870_rule,F-41402r880869_fix,"Configure the Ubuntu operating system, for PKI-based authentication, to use local revocation data when unable to access the network to obtain it remotely. 
 
Add or update the ""cert_policy"" option in ""/etc/pam_pkcs11/pam_pkcs11.conf"" to include ""crl_auto"" or ""crl_offline"". 
 
cert_policy = ca,signature,ocsp_on, crl_auto; 
 
If the system is missing an ""/etc/pam_pkcs11/"" directory and an ""/etc/pam_pkcs11/pam_pkcs11.conf"", find an example to copy into place and modify accordingly at ""/usr/share/doc/libpam-pkcs11/examples/pam_pkcs11.conf.example.gz"".",C-41443r653872_chk,"Verify the Ubuntu operating system, for PKI-based authentication, uses local revocation data when unable to access it from the network.  
 
Verify that ""crl_offline"" or ""crl_auto"" is part of the ""cert_policy"" definition in ""/etc/pam_pkcs11/pam_pkcs11.conf"" using the following command: 
 
# sudo grep cert_policy /etc/pam_pkcs11/pam_pkcs11.conf | grep  -E -- 'crl_auto|crl_offline' 
 
cert_policy = ca,signature,ocsp_on,crl_auto; 
 
If ""cert_policy"" is not set to include ""crl_auto"" or ""crl_offline"", this is a finding."
V-238232,medium,The Ubuntu operating system must electronically verify Personal Identity Verification (PIV) credentials.,"The use of PIV credentials facilitates standardization and reduces the risk of unauthorized access. 
 
DoD has mandated the use of the CAC to support identity management and personal authentication for systems covered under Homeland Security Presidential Directive (HSPD) 12, as well as making the CAC a primary component of layered protection for national security systems.",None,SV-238232r853412_rule,F-41401r653870_fix,"Configure the Ubuntu operating system to do certificate status checking for multifactor authentication. 
 
Modify all of the ""cert_policy"" lines in ""/etc/pam_pkcs11/pam_pkcs11.conf"" to include ""ocsp_on"".",C-41442r653869_chk,"Verify the Ubuntu operating system electronically verifies PIV credentials. 
 
Verify that certificate status checking for multifactor authentication is implemented with the following command: 
 
$ sudo grep use_pkcs11_module /etc/pam_pkcs11/pam_pkcs11.conf | awk '/pkcs11_module opensc {/,/}/' /etc/pam_pkcs11/pam_pkcs11.conf | grep cert_policy | grep ocsp_on 
 
cert_policy = ca,signature,ocsp_on; 
 
If ""cert_policy"" is not set to ""ocsp_on"", or the line is commented out, this is a finding."
V-238334,medium,"The Ubuntu operating system must disable kernel core dumps  so that it can fail to a secure state if system initialization fails, shutdown fails or aborts fail.",Kernel core dumps may contain the full contents of system memory at the time of the crash. Kernel core dumps may consume a considerable amount of disk space and may result in denial of service by exhausting the available space on the target file system partition.,None,SV-238334r654177_rule,F-41503r654176_fix,"If kernel core dumps are not required, disable the ""kdump"" service with the following command: 
 
$ sudo systemctl disable kdump.service 
 
If kernel core dumps are required, document the need with the ISSO.",C-41544r654175_chk,"Verify that kernel core dumps are disabled unless needed. 
 
Check if ""kdump"" service is active with the following command: 
 
$ systemctl is-active kdump.service 
inactive 
 
If the ""kdump"" service is active, ask the SA if the use of the service is required and documented with the ISSO. 
 
If the service is active and is not documented, this is a finding."
V-238335,medium,"Ubuntu operating systems handling data requiring ""data at rest"" protections must employ cryptographic mechanisms to prevent unauthorized disclosure and modification of the information at rest.","Information at rest refers to the state of information when it is located on a secondary storage device (e.g., disk drive and tape drive, when used for backups) within an operating system. 
 
This requirement addresses protection of user-generated data, as well as operating system-specific configuration data. Organizations may choose to employ different mechanisms to achieve confidentiality and integrity protections, as appropriate, in accordance with the security category and/or classification of the information.",None,SV-238335r654180_rule,F-41504r654179_fix,"To encrypt an entire partition, dedicate a partition for encryption in the partition layout. 
 
Note: Encrypting a partition in an already-installed system is more difficult because it will need to be resized and existing partitions changed.",C-41545r654178_chk,"If there is a documented and approved reason for not having data-at-rest encryption, this requirement is Not Applicable. 
 
Verify the Ubuntu operating system prevents unauthorized disclosure or modification of all information requiring at-rest protection by using disk encryption.  
 
Determine the partition layout for the system with the following command: 
 
#sudo fdisk -l 
(..) 
Disk /dev/vda: 15 GiB, 16106127360 bytes, 31457280 sectors 
Units: sectors of 1 * 512 = 512 bytes 
Sector size (logical/physical): 512 bytes / 512 bytes 
I/O size (minimum/optimal): 512 bytes / 512 bytes 
Disklabel type: gpt 
Disk identifier: 83298450-B4E3-4B19-A9E4-7DF147A5FEFB 
 
Device       Start      End  Sectors Size Type 
/dev/vda1     2048     4095     2048   1M BIOS boot 
/dev/vda2     4096  2101247  2097152   1G Linux filesystem 
/dev/vda3  2101248 31455231 29353984  14G Linux filesystem 
(...) 
 
Verify the system partitions are all encrypted with the following command: 
 
# more /etc/crypttab 
 
Every persistent disk partition present must have an entry in the file.  
 
If any partitions other than the boot partition or pseudo file systems (such as /proc or /sys) are not listed, this is a finding."
V-238336,low,The Ubuntu operating system must deploy Endpoint Security for Linux Threat Prevention (ENSLTP).,"Without the use of automated mechanisms to scan for security flaws on a continuous and/or periodic basis, the operating system or other system components may remain vulnerable to the exploits presented by undetected software flaws. 
 
To support this requirement, the operating system may have an integrated solution incorporating continuous scanning using HBSS and periodic scanning using other tools, as specified in the requirement.",None,SV-238336r858538_rule,F-41505r858537_fix,"The Ubuntu operating system is not compliant with this requirement; however, the severity level can be mitigated to a CAT III if the ENSLTP module is installed and running.

Configure the Ubuntu operating system to use ENSLTP.

Install the ""mcafeetp"" package via the ePO server.",C-41546r858536_chk,"The Ubuntu operating system is not compliant with this requirement; hence, it is a finding. However, the severity level can be mitigated to a CAT III if the ENSLTP module is installed and running. 
 
Check that the ""mcafeetp"" package has been installed: 
 
# dpkg -l | grep mcafeetp 
 
If the ""mcafeetp"" package is not installed, this finding will remain as a CAT II. 
 
Check that the daemon is running: 
 
# /opt/McAfee/ens/tp/init/mfetpd-control.sh status 
 
If the daemon is not running, this finding will remain as a CAT II."
V-238337,medium,The Ubuntu operating system must generate error messages that provide information necessary for corrective actions without revealing information that could be exploited by adversaries.,"Any operating system providing too much information in error messages risks compromising the data and security of the structure, and content of error messages needs to be carefully considered by the organization. 
 
Organizations carefully consider the structure/content of error messages. The extent to which information systems are able to identify and handle error conditions is guided by organizational policy and operational requirements. Information that could be exploited by adversaries includes, for example, erroneous logon attempts with passwords entered by mistake as the username, mission/business information that can be derived from (if not stated explicitly by) information recorded, and personal information, such as account numbers, social security numbers, and credit card numbers.

The /var/log/btmp, /var/log/wtmp, and /var/log/lastlog files have group write and global read permissions to allow for the lastlog function to perform. Limiting the permissions beyond this configuration will result in the failure of functions that rely on the lastlog database.",None,SV-238337r880876_rule,F-41506r880875_fix,"Configure the Ubuntu operating system to set permissions of all log files under the ""/var/log"" directory to ""640"" or more restricted by using the following command:

Note: The btmp, wtmp, and lastlog files are excluded. Refer to the Discussion for details.

$ sudo find /var/log -perm /137 ! -name '*[bw]tmp' ! -name '*lastlog' -type f -exec chmod 640 '{}' \;",C-41547r880874_chk,"Verify the Ubuntu operating system has all system log files under the ""/var/log"" directory with a permission set to ""640"" or less permissive by using the following command:

Note: The btmp, wtmp, and lastlog files are excluded. Refer to the Discussion for details.

$ sudo find /var/log -perm /137 ! -name '*[bw]tmp' ! -name '*lastlog' -type f -exec stat -c ""%n %a"" {} \;

If the command displays any output, this is a finding."
V-238330,medium,"The Ubuntu operating system must disable account identifiers (individuals, groups, roles, and devices) after 35 days of inactivity.","Inactive identifiers pose a risk to systems and applications because attackers may exploit an inactive identifier and potentially obtain undetected access to the system. Owners of inactive accounts will not notice if unauthorized access to their user account has been obtained. 
 
Operating systems need to track periods of inactivity and disable application identifiers after 35 days of inactivity.",None,SV-238330r928525_rule,F-41499r928524_fix,"Configure the Ubuntu operating system to disable account identifiers after 35 days of inactivity since the password expiration.  
 
Run the following command to change the configuration for adduser: 
 
$ sudo useradd -D -f 35 
 
Note: DoD recommendation is 35 days, but a lower value is acceptable. The value ""0"" will disable the account immediately after the password expires.",C-41540r654163_chk,"Verify the account identifiers (individuals, groups, roles, and devices) are disabled after 35 days of inactivity with the following command: 
 
Check the account inactivity value by performing the following command: 
 
$ sudo grep INACTIVE /etc/default/useradd 
 
INACTIVE=35 
 
If ""INACTIVE"" is not set to a value 0<[VALUE]<=35, or is commented out, this is a finding."
V-238238,medium,"The Ubuntu operating system must generate audit records for all account creations, modifications, disabling, and termination events that affect /etc/passwd.","Once an attacker establishes access to a system, the attacker often attempts to create a persistent method of reestablishing access. One way to accomplish this is for the attacker to create an account. Auditing account creation actions provides logging that can be used for forensic purposes. 
 
To address access requirements, many operating systems may be integrated with enterprise level authentication/access/auditing mechanisms that meet or exceed access control policy requirements.

Satisfies: SRG-OS-000004-GPOS-00004, SRG-OS-000239-GPOS-00089, SRG-OS-000240-GPOS-00090, SRG-OS-000241-GPOS-00091, SRG-OS-000303-GPOS-00120, SRG-OS-000458-GPOS-00203, SRG-OS-000463-GPOS-00207, SRG-OS-000476-GPOS-00221",None,SV-238238r853416_rule,F-41407r653888_fix,"Configure the Ubuntu operating system to generate audit records for all account creations, modifications, disabling, and termination events that affect ""/etc/passwd"". 
 
Add or update the following rule to ""/etc/audit/rules.d/stig.rules"": 
 
-w /etc/passwd -p wa -k usergroup_modification 
  
To reload the rules file, issue the following command: 
 
$ sudo augenrules --load",C-41448r653887_chk,"Verify the Ubuntu operating system generates audit records for all account creations, modifications, disabling, and termination events that affect ""/etc/passwd"". 
 
Check the currently configured audit rules with the following command: 
 
$ sudo auditctl -l | grep passwd 
 
-w /etc/passwd -p wa -k usergroup_modification 
 
If the command does not return a line that matches the example or the line is commented out, this is a finding. 
 
Note: The ""-k"" allows for specifying an arbitrary identifier, and the string after it does not need to match the example output above."
V-238332,medium,The Ubuntu operating system must set a sticky bit  on all public directories to prevent unauthorized and unintended information transferred via shared system resources.,"Preventing unauthorized information transfers mitigates the risk of information, including encrypted representations of information, produced by the actions of prior users/roles (or the actions of processes acting on behalf of prior users/roles) from being available to any current users/roles (or current processes) that obtain access to shared system resources (e.g., registers, main memory, hard disks) after those resources have been released back to information systems. The control of information in shared resources is also commonly referred to as object reuse and residual information protection. 
 
This requirement generally applies to the design of an information technology product, but it can also apply to the configuration of particular information system components that are, or use, such products. This can be verified by acceptance/validation processes in DoD or other government agencies. 
 
There may be shared resources with configurable protections (e.g., files in storage) that may be assessed on specific information system components.",None,SV-238332r654171_rule,F-41501r654170_fix,"Configure all public directories to have the sticky bit set to prevent unauthorized and unintended information transferred via shared system resources. 
 
Set the sticky bit on all public directories using the following command, replacing ""[Public Directory]"" with any directory path missing the sticky bit: 
 
$ sudo chmod +t  [Public Directory]",C-41542r654169_chk,"Verify that all public (world-writeable) directories have the public sticky bit set. 
 
Find world-writable directories that lack the sticky bit by running the following command:  
 
$ sudo find / -type d -perm -002 ! -perm -1000 
 
If any world-writable directories are found missing the sticky bit, this is a finding."
V-238331,low,The Ubuntu operating system must automatically expire temporary accounts within 72 hours.,"Temporary accounts are privileged or nonprivileged accounts that are established during pressing circumstances, such as new software or hardware configuration or an incident response, where the need for prompt account activation requires bypassing normal account authorization procedures. If any inactive temporary accounts are left enabled on the system and are not either manually removed or automatically expired within 72 hours, the security posture of the system will be degraded and exposed to exploitation by unauthorized users or insider threat actors.

Temporary accounts are different from emergency accounts. Emergency accounts, also known as ""last resort"" or ""break glass"" accounts, are local logon accounts enabled on the system for emergency use by authorized system administrators to manage a system when standard logon methods are failing or not available. Emergency accounts are not subject to manual removal or scheduled expiration requirements.

The automatic expiration of temporary accounts may be extended as needed by the circumstances but it must not be extended indefinitely. A documented permanent account should be established for privileged users who need long-term maintenance accounts.",None,SV-238331r902885_rule,F-41500r902861_fix,"Configure the operating system to expire temporary accounts after 72 hours with the following command:

     $ sudo chage -E $(date -d +3days +%Y-%m-%d) <temporary_account_name>",C-41541r902860_chk,"Verify temporary accounts have been provisioned with an expiration date of 72 hours.

For every existing temporary account, run the following command to obtain its account expiration information:

     $ sudo chage -l <temporary_account_name> | grep -i ""account expires""

Verify each of these accounts has an expiration date set within 72 hours.
If any temporary accounts have no expiration date set or do not expire within 72 hours, this is a finding."
V-238333,medium,The Ubuntu operating system must be configured to use TCP syncookies.,"DoS is a condition when a resource is not available for legitimate users. When this occurs, the organization either cannot accomplish its mission or must operate at degraded capacity.  
 
Managing excess capacity ensures that sufficient capacity is available to counter flooding attacks. Employing increased capacity and service redundancy may reduce the susceptibility to some DoS attacks. Managing excess capacity may include, for example, establishing selected usage priorities, quotas, or partitioning.",None,SV-238333r654174_rule,F-41502r654173_fix,"Configure the Ubuntu operating system to use TCP syncookies by running the following command: 
 
$ sudo sysctl -w net.ipv4.tcp_syncookies=1 
 
If ""1"" is not the system's default value, add or update the following line in ""/etc/sysctl.conf"": 
 
net.ipv4.tcp_syncookies = 1",C-41543r654172_chk,"Verify the Ubuntu operating system is configured to use TCP syncookies. 
 
Check the value of TCP syncookies with the following command: 
 
$ sysctl net.ipv4.tcp_syncookies 
net.ipv4.tcp_syncookies = 1 
 
If the value is not ""1"", this is a finding. 
 
Check the saved value of TCP syncookies with the following command: 
 
$ sudo grep -i net.ipv4.tcp_syncookies /etc/sysctl.conf /etc/sysctl.d/* | grep -v '#' 
 
If no output is returned, this is a finding."
V-238239,medium,"The Ubuntu operating system must generate audit records for all account creations, modifications, disabling, and termination events that affect /etc/group.","Once an attacker establishes access to a system, the attacker often attempts to create a persistent method of reestablishing access. One way to accomplish this is for the attacker to create an account. Auditing account creation actions provides logging that can be used for forensic purposes. 
 
To address access requirements, many operating systems may be integrated with enterprise level authentication/access/auditing mechanisms that meet or exceed access control policy requirements.

Satisfies: SRG-OS-000004-GPOS-00004, SRG-OS-000239-GPOS-00089, SRG-OS-000240-GPOS-00090, SRG-OS-000241-GPOS-00091, SRG-OS-000303-GPOS-00120, SRG-OS-000458-GPOS-00203, SRG-OS-000476-GPOS-00221",None,SV-238239r853417_rule,F-41408r653891_fix,"Configure the Ubuntu operating system to generate audit records for all account creations, modifications, disabling, and termination events that affect ""/etc/group"". 
 
Add or update the following rule to ""/etc/audit/rules.d/stig.rules"": 
 
-w /etc/group -p wa -k usergroup_modification 
  
To reload the rules file, issue the following command: 
 
$ sudo augenrules --load",C-41449r653890_chk,"Verify the Ubuntu operating system generates audit records for all account creations, modifications, disabling, and termination events that affect ""/etc/group"". 
 
Check the currently configured audit rules with the following command: 
 
$ sudo auditctl -l | grep group 
 
-w /etc/group -p wa -k usergroup_modification 
 
If the command does not return a line that matches the example or the line is commented out, this is a finding. 
 
Note: The ""-k"" allows for specifying an arbitrary identifier, and the string after it does not need to match the example output above."
V-238349,medium,The Ubuntu operating system library files must be owned by root.," If the operating system were to allow any user to make changes to software libraries, then those changes might be implemented without undergoing the appropriate testing and approvals that are part of a robust change management process. 
 
This requirement applies to operating systems with software libraries that are accessible and configurable, as in the case of interpreted languages. Software libraries also include privileged programs which execute with escalated privileges. Only qualified and authorized individuals must be allowed to obtain access to information system components for purposes of initiating changes, including upgrades and modifications.",None,SV-238349r654222_rule,F-41518r654221_fix,"Configure the system library files to be protected from unauthorized access. Run the following command: 
 
$ sudo find /lib /usr/lib /lib64 ! -user root -type f -exec chown root '{}' \;",C-41559r654220_chk,"Verify the system-wide shared library files contained in the directories ""/lib"", ""/lib64"", and ""/usr/lib"" are owned by root with the following command: 
 
$ sudo find /lib /usr/lib /lib64 ! -user root -type f -exec stat -c ""%n %U"" '{}' \; 
 
If any system-wide library file is returned, this is a finding."
V-238329,medium,The Ubuntu operating system must prevent direct login into the root account.,"To assure individual accountability and prevent unauthorized access, organizational users must be individually identified and authenticated. 
 
A group authenticator is a generic account used by multiple individuals. Use of a group authenticator alone does not uniquely identify individual users. Examples of the group authenticator is the UNIX OS ""root"" user account, the Windows ""Administrator"" account, the ""sa"" account, or a ""helpdesk"" account. 
 
For example, the UNIX and Windows operating systems offer a 'switch user' capability allowing users to authenticate with their individual credentials and, when needed, 'switch' to the administrator role. This method provides for unique individual authentication prior to using a group authenticator. 
 
Users (and any processes acting on behalf of users) need to be uniquely identified and authenticated for all accesses other than those accesses explicitly identified and documented by the organization, which outlines specific user actions that can be performed on the operating system without identification or authentication. 
 
Requiring individuals to be authenticated with an individual authenticator prior to using a group authenticator allows for traceability of actions, as well as adding an additional level of protection of the actions that can be taken with group account knowledge.",None,SV-238329r654162_rule,F-41498r654161_fix,"Configure the Ubuntu operating system to prevent direct logins to the root account by performing the following operations: 
 
$ sudo passwd -l root",C-41539r654160_chk,"Verify the Ubuntu operating system prevents direct logins to the root account with the following command: 
 
$ sudo passwd -S root 
 
root L 04/23/2020 0 99999 7 -1 
 
If the output does not contain ""L"" in the second field to indicate the account is locked, this is a finding."
V-238348,medium,The Ubuntu operating system library directories must have mode 0755 or less permissive.," If the operating system were to allow any user to make changes to software libraries, then those changes might be implemented without undergoing the appropriate testing and approvals that are part of a robust change management process. 
 
This requirement applies to operating systems with software libraries that are accessible and configurable, as in the case of interpreted languages. Software libraries also include privileged programs which execute with escalated privileges. Only qualified and authorized individuals must be allowed to obtain access to information system components for purposes of initiating changes, including upgrades and modifications.",None,SV-238348r654219_rule,F-41517r654218_fix,"Configure the shared library directories to be protected from unauthorized access. Run the following command: 
 
$ sudo find /lib /lib64 /usr/lib -perm /022 -type d -exec chmod 755 '{}' \;",C-41558r654217_chk,"Verify the system-wide shared library directories ""/lib"", ""/lib64"", and ""/usr/lib have mode 0755 or less permissive with the following command: 
 
$ sudo find /lib /lib64 /usr/lib -perm /022 -type d -exec stat -c ""%n %a"" '{}' \; 
 
If any of the aforementioned directories are found to be group-writable or world-writable, this is a finding."
V-238327,high,The Ubuntu operating system must not have the rsh-server package installed.,"It is detrimental for operating systems to provide, or install by default, functionality exceeding requirements or mission objectives. These unnecessary capabilities or services are often overlooked and therefore may remain unsecured. They increase the risk to the platform by providing additional attack vectors. 
 
Operating systems are capable of providing a wide variety of functions and services. Some of the functions and services, provided by default, may not be necessary to support essential organizational operations (e.g., key missions, functions). 
 
Examples of non-essential capabilities include, but are not limited to, games, software packages, tools, and demonstration software, not related to requirements or providing a wide array of functionality not required for every mission, but which cannot be disabled.",None,SV-238327r654156_rule,F-41496r654155_fix,"Configure the Ubuntu operating system to disable non-essential capabilities by removing the rsh-server package from the system with the following command: 
 
$ sudo apt-get remove rsh-server",C-41537r654154_chk,"Verify the rsh-server package is installed with the following command: 
 
$ dpkg -l | grep rsh-server 
 
If the rsh-server package is installed, this is a finding."
V-238326,high,The Ubuntu operating system must not have the telnet package installed.,"Passwords need to be protected at all times, and encryption is the standard method for protecting passwords. If passwords are not encrypted, they can be plainly read (i.e., clear text) and easily compromised.",None,SV-238326r877396_rule,F-41495r654152_fix,"Remove the telnet package from the Ubuntu operating system by running the following command: 
 
$ sudo apt-get remove telnetd",C-41536r654151_chk,"Verify that the telnet package is not installed on the Ubuntu operating system by running the following command: 
 
$ dpkg -l | grep telnetd 
 
If the package is installed, this is a finding."
V-238325,medium,The Ubuntu operating system must encrypt all stored passwords with a FIPS 140-2 approved cryptographic hashing algorithm.,"Passwords need to be protected at all times, and encryption is the standard method for protecting passwords. If passwords are not encrypted, they can be plainly read (i.e., clear text) and easily compromised.",None,SV-238325r654150_rule,F-41494r654149_fix,"Configure the Ubuntu operating system to encrypt all stored passwords.  
 
Edit/modify the following line in the ""/etc/login.defs"" file and set ""ENCRYPT_METHOD"" to SHA512: 
 
ENCRYPT_METHOD SHA512",C-41535r654148_chk,"Verify that the shadow password suite configuration is set to encrypt passwords with a FIPS 140-2 approved cryptographic hashing algorithm. 
 
Check the hashing algorithm that is being used to hash passwords with the following command: 
 
$ cat /etc/login.defs | grep -i encrypt_method 
 
ENCRYPT_METHOD SHA512 
 
If ""ENCRYPT_METHOD"" does not equal SHA512 or greater, this is a finding."
V-238324,medium,The Ubuntu operating system must monitor remote access methods.,"Remote access services, such as those providing remote access to network devices and information systems, which lack automated monitoring capabilities, increase risk and make remote user access management difficult at best. 
 
Remote access is access to DoD nonpublic information systems by an authorized user (or an information system) communicating through an external, non-organization-controlled network. Remote access methods include, for example, dial-up, broadband, and wireless. 
 
Automated monitoring of remote access sessions allows organizations to detect cyber attacks and also ensure ongoing compliance with remote access policies by auditing connection activities of remote access capabilities, such as Remote Desktop Protocol (RDP), on a variety of information system components (e.g., servers, workstations, notebook computers, smartphones, and tablets).",None,SV-238324r832959_rule,F-41493r832958_fix,"Configure the Ubuntu operating system to monitor all remote access methods by adding the following lines to the ""/etc/rsyslog.d/50-default.conf"" file: 
 
auth.*,authpriv.* /var/log/secure 
daemon.* /var/log/messages 
 
For the changes to take effect, restart the ""rsyslog"" service with the following command: 
 
$ sudo systemctl restart rsyslog.service",C-41534r832957_chk,"Verify that the Ubuntu operating system monitors all remote access methods. 
 
Check that remote access methods are being logged by running the following command: 
 
$  grep -E -r '^(auth,authpriv\.\*|daemon\.\*)' /etc/rsyslog.* 
/etc/rsyslog.d/50-default.conf:auth,authpriv.*                        /var/log/auth.log 
/etc/rsyslog.d/50-default.conf:daemon.*                        /var/log/messages 
 
If ""auth.*"", ""authpriv.*"", or ""daemon.*"" are not configured to be logged in at least one of the config files, this is a finding."
V-238323,low,The Ubuntu operating system must limit the number of concurrent sessions to ten for all accounts and/or account types.,"The Ubuntu operating system management includes the ability to control the number of users and user sessions that utilize an operating system. Limiting the number of allowed users and sessions per user is helpful in reducing the risks related to DoS attacks. 
 
This requirement addresses concurrent sessions for information system accounts and does not address concurrent sessions by single users via multiple system accounts. The maximum number of concurrent sessions should be defined based upon mission needs and the operational environment for each system.",None,SV-238323r877399_rule,F-41492r654143_fix,"Configure the Ubuntu operating system to limit the number of concurrent sessions to 10 for all accounts and/or account types. 
 
Add the following line to the top of the ""/etc/security/limits.conf"" file: 
 
* hard maxlogins 10",C-41533r654142_chk,"Verify the Ubuntu operating system limits the number of concurrent sessions to 10 for all accounts and/or account types by running the following command: 
 
$ grep maxlogins /etc/security/limits.conf | grep -v '^* hard maxlogins' 
 
The result must contain the following line: 
 
* hard maxlogins 10 
 
If the ""maxlogins"" item is missing or the value is not set to 10 or less or is commented out, this is a finding."
V-238321,low,The Ubuntu operating system must have a crontab script running weekly to offload audit events of standalone systems.,"Information stored in one location is vulnerable to accidental or incidental deletion or alteration. 
 
Offloading is a common process in information systems with limited audit storage capacity.",None,SV-238321r853428_rule,F-41490r654137_fix,"Create a script that offloads audit logs to external media and runs weekly. 
 
The script must be located in the ""/etc/cron.weekly"" directory.",C-41531r654136_chk,"Note: If this is an interconnected system, this is Not Applicable. 
 
Verify there is a script that offloads audit data and that script runs weekly. 
 
Check if there is a script in the ""/etc/cron.weekly"" directory that offloads audit data: 
 
# sudo ls /etc/cron.weekly 
 
audit-offload 
 
Check if the script inside the file does offloading of audit logs to external media. 
 
If the script file does not exist or does not offload audit logs, this is a finding."
V-238320,medium,The Ubuntu operating system must generate audit records when successful/unsuccessful attempts to use the fdisk command.,"Without generating audit records that are specific to the security and mission needs of the organization, it would be difficult to establish, correlate, and investigate the events relating to an incident or identify those responsible for one. 
 
Audit records can be generated from various components within the information system (e.g., module or policy filter).",None,SV-238320r832956_rule,F-41489r832955_fix,"Configure the Ubuntu operating system to audit the execution of the partition management program ""fdisk"". 
 
Add or update the following rule in the ""/etc/audit/rules.d/stig.rules"" file: 
 
-w /usr/sbin/fdisk -p x -k fdisk 
  
To reload the rules file, issue the following command: 
 
$ sudo augenrules --load",C-41530r832954_chk,"Verify the Ubuntu operating system is configured to audit the execution of the partition management program ""fdisk"". 
 
Check the currently configured audit rules with the following command: 
 
$ sudo auditctl -l | grep fdisk 
 
-w /usr/sbin/fdisk -p x -k fdisk 
 
If the command does not return a line, or the line is commented out, this is a finding. 
 
Note: The ""-k"" allows for specifying an arbitrary identifier, and the string after it does not need to match the example output above."
V-238240,medium,"The Ubuntu operating system must generate audit records for all account creations, modifications, disabling, and termination events that affect /etc/shadow.","Once an attacker establishes access to a system, the attacker often attempts to create a persistent method of reestablishing access. One way to accomplish this is for the attacker to create an account. Auditing account creation actions provides logging that can be used for forensic purposes. 
 
To address access requirements, many operating systems may be integrated with enterprise level authentication/access/auditing mechanisms that meet or exceed access control policy requirements.

Satisfies: SRG-OS-000004-GPOS-00004, SRG-OS-000239-GPOS-00089, SRG-OS-000240-GPOS-00090, SRG-OS-000241-GPOS-00091, SRG-OS-000303-GPOS-00120, SRG-OS-000458-GPOS-00203, SRG-OS-000476-GPOS-00221",None,SV-238240r853418_rule,F-41409r653894_fix,"Configure the Ubuntu operating system to generate audit records for all account creations, modifications, disabling, and termination events that affect ""/etc/shadow"". 
 
Add or update the following rule to ""/etc/audit/rules.d/stig.rules"": 
 
-w /etc/shadow -p wa -k usergroup_modification 
  
To reload the rules file, issue the following command: 
 
$ sudo augenrules --load",C-41450r653893_chk,"Verify the Ubuntu operating system generates audit records for all account creations, modifications, disabling, and termination events that affect ""/etc/shadow"". 
 
Check the currently configured audit rules with the following command: 
 
$ sudo auditctl -l | grep shadow 
 
-w /etc/shadow -p wa -k usergroup_modification 
 
If the command does not return a line that matches the example or the line is commented out, this is a finding. 
 
Note: The ""-k"" allows for specifying an arbitrary identifier, and the string after it does not need to match the example output above."
